temps;MGA;MDR;GAS
0009.810;04344;04929;0204
0009.910;04344;04868;0204
0010.009;04344;04876;0204
0010.109;04344;04818;0204
0010.208;04344;04829;0204
0010.308;04344;04779;0204
0010.408;04344;04765;0204
0010.510;04344;04840;0204
0010.609;04344;04965;0204
0010.709;04344;04729;0204
0010.808;04344;04790;0204
0010.908;04344;04918;0204
0011.008;04344;04772;0204
0011.108;04344;04826;0204
0011.207;04344;04933;0204
0011.307;04344;04804;0204
0011.406;04344;04826;0204
0011.506;04344;04754;0204
0011.707;04344;04861;0204
0011.807;04344;04794;0204
0011.907;04344;04747;0204
0012.006;04344;04911;0204
0012.106;04344;04836;0204
0012.205;04344;04811;0204
0012.305;04344;04833;0204
0012.404;04344;04886;0204
0012.606;04344;04754;0204
0012.706;04344;04886;0204
0012.805;04344;04826;0204
0012.905;04344;04754;0204
0013.005;04344;04883;0204
0013.104;04344;04790;0204
0013.204;04344;04829;0204
0013.303;04344;04840;0204
0013.403;04344;04654;0204
0013.502;04344;04843;0204
0013.604;04344;04890;0204
0013.704;04344;04868;0204
0013.804;04344;04918;0204
0013.903;04344;04886;0204
0014.003;04344;04883;0204
0014.102;04344;04712;0204
0014.202;04344;04868;0204
0014.301;04344;04790;0204
0014.401;04344;04786;0204
0014.501;04344;04901;0204
0014.600;04344;04761;0204
0014.702;04344;04843;0204
0014.802;04344;05004;0204
0014.902;04344;04833;0204
0015.001;04344;04886;0204
0015.101;04344;04808;0204
0015.200;04344;04826;0204
0015.300;04344;04797;0204
0015.399;04344;04822;0204
0015.601;04344;04979;0204
0015.701;04344;04772;0204
0015.800;04344;04851;0204
0015.900;04344;04804;0204
0015.999;04344;04776;0204
0016.101;04344;04854;0204
0016.201;04344;04829;0204
0016.300;04344;04858;0204
0016.400;04344;04883;0204
0016.499;04344;04911;0204
0016.599;04344;04694;0204
0016.699;04344;04879;0204
0016.798;04344;04843;0204
0016.898;04344;04858;0204
0017.000;04344;04672;0204
0017.099;04344;04886;0204
0017.199;04344;04822;0204
0017.298;04344;04940;0204
0017.398;04344;04879;0204
0017.498;04344;04794;0204
0017.597;04344;04901;0204
0017.697;04344;04808;0204
0017.799;04344;04865;0204
0017.901;04344;04818;0204
0018.000;04344;04822;0204
0018.100;04344;04840;0204
0018.199;04344;04879;0204
0018.299;04344;04779;0204
0018.399;04344;04879;0204
0018.498;04344;04726;0204
0018.700;04344;04879;0204
0018.799;04344;04822;0204
0018.899;04344;04801;0204
0018.998;04344;04847;0204
0019.098;04344;04804;0204
0019.197;04344;04868;0204
0019.297;04344;04801;0204
0019.397;04344;04868;0204
0019.598;04344;04765;0204
0019.698;04344;04904;0204
0019.797;04344;04843;0204
0019.897;04344;04801;0204
0019.996;04344;04790;0204
0020.098;04344;04879;0204
0020.198;04344;04808;0204
0020.298;04344;04872;0204
0020.397;04344;04772;0204
0020.497;04344;04886;0204
0020.596;04344;04886;0204
0020.696;04344;04794;0204
0020.795;04344;04879;0204
0020.895;04344;04744;0204
0020.997;04344;04804;0204
0021.096;04344;04861;0204
0021.196;04344;04836;0204
0021.296;04344;04790;0204
0021.395;04344;04851;0204
0021.495;04344;04876;0204
0021.594;04344;04769;0204
0021.694;04344;04847;0204
0021.793;04344;04826;0204
0021.895;04344;04776;0204
0021.995;04344;04826;0204
