temps;MGA;MDR;GAS
0012.970;04344;04908;0204
0013.069;04344;04922;0204
0013.169;04344;04940;0204
0013.268;04344;04961;0204
0013.368;04344;04901;0204
0013.467;04344;04829;0204
0013.567;04344;04811;0204
0013.666;04344;04904;0204
0013.866;04344;04876;0204
0013.968;04344;05004;0204
0014.067;04344;04865;0204
0014.167;04344;04865;0204
0014.267;04344;04943;0204
0014.366;04344;05004;0204
0014.466;04344;04833;0204
0014.570;04344;04872;0204
0014.670;04344;05036;0204
0014.769;04344;04990;0204
0014.869;04344;04890;0204
0014.969;04344;04865;0204
0015.069;04344;04922;0204
0015.168;04344;04922;0204
0015.268;04344;04836;0204
0015.367;04344;04983;0204
0015.470;04344;04879;0204
0015.569;04344;04804;0204
0015.669;04344;04794;0204
0015.768;04344;04979;0204
0015.868;04344;05004;0204
0016.069;04344;04808;0204
0016.169;04344;05025;0204
0016.268;04344;04915;0204
0016.368;04344;04794;0204
0016.468;04344;05011;0204
0016.567;04344;04879;0204
0016.667;04344;04786;0204
0016.766;04344;04943;0204
0016.966;04344;04936;0204
0017.068;04344;04808;0204
0017.167;04344;04918;0204
0017.267;04344;04783;0204
0017.366;04344;04993;0204
0017.466;04344;04922;0204
0017.566;04344;04961;0204
0017.665;04344;04918;0204
0017.765;04344;05082;0204
0017.864;04344;04890;0204
0017.966;04344;04918;0204
0018.066;04344;04747;0204
0018.165;04344;04868;0204
0018.265;04344;04961;0204
0018.364;04344;04836;0204
0018.464;04344;04829;0204
0018.564;04344;05032;0204
0018.663;04344;04851;0204
0018.763;04344;04922;0204
0018.865;04344;04958;0204
0018.964;04344;04883;0204
0019.064;04344;04897;0204
0019.163;04344;04751;0204
0019.263;04344;04947;0204
0019.363;04344;04904;0204
0019.462;04344;04861;0204
0019.562;04344;04961;0204
0019.664;04344;04922;0204
0019.763;04344;04833;0204
0019.863;04344;04865;0204
0019.962;04344;04983;0204
0020.062;04344;04804;0204
0020.161;04344;04979;0204
0020.361;04344;04847;0204
0020.461;04344;04911;0204
0020.563;04344;04851;0204
0020.663;04344;04961;0204
0020.762;04344;04933;0204
0020.862;04344;04843;0204
0020.961;04344;04865;0204
0021.061;04344;04997;0204
0021.160;04344;04904;0204
0021.260;04344;04879;0204
0021.359;04344;04922;0204
0021.461;04344;04968;0204
0021.561;04344;04847;0204
0021.661;04344;04851;0204
0021.760;04344;05015;0204
0021.860;04344;05040;0204
0021.959;04344;04808;0204
