temps;MGA;MDR
0000.985;4597;4344
0001.000;4358;4465
0001.012;4344;4547
0001.018;4366;4562
0001.028;4344;4712
0001.039;4344;4736
0001.049;4344;4808
0001.057;4344;4829
0001.067;4344;4908
0001.078;4344;4929
0001.088;4344;5007
0001.098;4344;5097
0001.108;4344;5100
0001.119;4344;5175
0001.129;4344;5207
0001.137;4344;5393
0001.147;4344;5332
0001.158;4344;5361
0001.168;4344;5325
0001.178;4344;5361
0001.188;4344;5314
0001.199;4344;5286
0001.209;4344;5271
0001.217;4344;5410
0001.227;4344;5196
0001.238;4344;5175
0001.248;4344;5179
0001.258;4344;5150
0001.268;4344;5239
0001.281;4344;5025
0001.287;4344;5161
0001.297;4344;5175
0001.308;4344;5139
0001.318;4344;5047
0001.328;4344;5129
0001.338;4344;5079
0001.349;4344;5022
0001.357;4344;5022
0001.367;4344;4929
0001.379;4344;4961
0001.387;4344;4954
0001.398;4344;5004
0001.408;4344;4876
0001.418;4344;5011
0001.429;4344;4883
0001.437;4344;5072
0001.447;4344;4979
0001.457;4344;4950
0001.467;4344;4911
0001.482;4344;4983
0001.495;4344;4954
0001.507;4344;4950
0001.517;4344;4950
0001.527;4344;5061
0001.538;4344;4947
0001.548;4344;5004
0001.558;4344;4979
0001.566;4344;5036
0001.577;4344;4950
0001.589;4344;4986
0001.597;4344;5068
0001.607;4344;5104
0001.618;4344;5139
0001.628;4344;5075
0001.644;4344;5075
0001.657;4344;5104
0001.667;4344;5018
0001.679;4344;4929
0001.687;4344;4986
0001.698;4344;4986
0001.708;4344;4950
0001.724;4344;4950
0001.737;4344;4876
0001.747;4344;4954
0001.757;4344;4954
0001.767;4344;4886
0001.778;4344;4972
0001.786;4344;5029
0001.796;4344;4947
0001.806;4344;5097
0001.817;4344;5132
0001.827;4344;5089
0001.837;4344;5211
0001.847;4344;5196
0001.858;4344;5125
0001.866;4344;5132
0001.876;4344;5189
0001.886;4344;5111
0001.897;4344;5054
0001.907;4344;5018
0001.917;4344;5047
0001.927;4344;4961
0001.938;4344;5011
0001.946;4344;4975
0001.956;4344;4911
0001.966;4344;5218
0001.977;4344;4940
0001.987;4344;4815
0001.997;4344;4893
0002.006;4344;5000
0002.016;4344;5057
0002.026;4344;5057
0002.036;4344;5057
0002.047;4344;5000
0002.057;4344;4876
0002.067;4344;5125
0002.084;4344;5018
0002.096;4344;5018
0002.106;4344;5075
0002.116;4344;4961
0002.127;4344;4958
0002.137;4344;4986
0002.153;4344;4843
0002.166;4344;5007
0002.176;4344;5004
0002.186;4344;4940
0002.196;4344;4968
0002.207;4344;4961
0002.217;4344;4979
0002.225;4344;4865
0002.235;4344;4865
0002.246;4344;4918
0002.256;4344;5004
0002.266;4344;4833
0002.276;4344;4965
0002.287;4344;5029
0002.297;4344;5007
0002.305;4344;5036
0002.316;4344;5072
0002.326;4344;5050
0002.338;4344;5025
0002.346;4344;5025
0002.359;4344;4918
0002.367;4344;4975
0002.385;4344;5125
0002.418;4344;4968
0002.426;4344;5082
0002.437;4344;5025
0002.445;4344;5082
0002.455;4344;5029
0002.465;4344;4943
0002.478;4344;4943
0002.486;4344;4943
0002.496;4344;5086
0002.506;4344;4972
0002.523;4344;4915
0002.535;4344;4972
0002.546;4344;4972
0002.556;4344;4993
0002.566;4344;4879
0002.576;4344;4901
0002.589;4344;4954
0002.595;4344;5011
0002.605;4344;4983
0002.617;4344;4983
0002.626;4344;4947
0002.636;4344;4947
0002.646;4344;4947
0002.656;4344;5004
0002.665;4344;4943
0002.677;4344;4943
0002.685;4344;4943
0002.697;4344;4915
0002.706;4344;5000
0002.716;4344;4915
0002.726;4344;5000
0002.734;4344;4915
0002.745;4344;4940
0002.755;4344;4854
0002.765;4344;4961
0002.775;4344;4961
0002.786;4344;4961
0002.796;4344;4865
0002.806;4344;4943
0002.814;4344;4943
0002.825;4344;5000
0002.835;4344;5000
0002.845;4344;5000
0002.855;4344;4968
0002.866;4344;5054
0002.876;4344;5032
0002.886;4344;5089
0002.896;4344;4961
0002.905;4344;5047
0002.915;4344;4961
0002.925;4344;5111
0002.935;4344;4983
0002.946;4344;5125
0002.956;4344;5025
0002.964;4344;5025
0002.974;4344;5025
0002.985;4344;4968
0002.995;4344;5082
0003.005;4344;5025
0003.015;4344;5025
0003.026;4344;5025
0003.034;4344;4968
0003.044;4344;4854
0003.054;4344;4990
0003.065;4344;4954
0003.075;4344;4897
0003.085;4344;4897
0003.095;4344;4918
0003.106;4344;4972
0003.114;4344;4972
0003.124;4344;4972
0003.134;4344;4972
0003.145;4344;4915
0003.155;4344;5050
0003.165;4344;4993
0003.175;4344;5107
0003.184;4344;4915
0003.194;4344;4972
0003.204;4344;5007
0003.214;4344;5065
0003.225;4344;5007
0003.235;4344;5093
0003.245;4344;4986
0003.254;4344;4986
0003.266;4344;4958
0003.274;4344;4872
0003.284;4344;5029
0003.294;4344;4911
0003.305;4344;4911
0003.317;4344;4933
0003.325;4344;4933
0003.334;4344;4933
0003.348;4344;4818
0003.387;4344;4979
0003.403;4344;5043
0003.415;4344;5072
0003.424;4344;5022
0003.434;4344;4965
0003.444;4344;5000
0003.454;4344;5057
0003.465;4344;5057
0003.475;4344;5000
0003.483;4344;5057
0003.493;4344;5000
0003.504;4344;5000
0003.514;4344;5000
0003.524;4344;5000
0003.534;4344;5000
0003.545;4344;5000
0003.555;4344;5000
0003.563;4344;5000
0003.574;4344;5029
0003.588;4344;4972
0003.594;4344;4886
0003.604;4344;5057
0003.614;4344;4968
0003.631;4344;4940
0003.643;4344;5025
0003.653;4344;4968
0003.664;4344;5025
0003.674;4344;4968
0003.684;4344;5025
0003.694;4344;5025
0003.707;4344;5025
0003.713;4344;5025
0003.723;4344;4940
0003.733;4344;4968
0003.744;4344;4968
0003.754;4344;4940
0003.764;4344;4911
0003.774;4344;4940
0003.783;4344;4968
0003.793;4344;4968
0003.803;4344;4940
0003.813;4344;4883
0003.824;4344;4911
0003.834;4344;4901
0003.844;4344;4943
0003.863;4344;5143
0003.873;4344;4829
0003.883;4344;4965
0003.893;4344;4965
0003.904;4344;5018
0003.914;4344;5032
0003.924;4344;5032
0003.932;4344;5032
0003.943;4344;5068
0003.953;4344;5047
0003.963;4344;4933
0003.973;4344;5054
0003.984;4344;5054
0003.994;4344;5054
0004.010;4344;5072
0004.027;4344;5164
0004.033;4344;4943
0004.043;4344;5029
0004.062;4344;4915
0004.074;4344;4915
0004.082;4344;4972
0004.094;4344;4972
0004.107;4344;4829
0004.115;4344;4993
0004.123;4344;4936
0004.133;4344;4993
0004.144;4344;4936
0004.154;4344;4993
0004.162;4344;5015
0004.176;4344;4958
0004.187;4344;4958
0004.195;4344;5015
0004.203;4344;5015
0004.215;4344;5018
0004.224;4344;5018
0004.234;4344;5018
0004.242;4344;4904
0004.252;4344;5004
0004.267;4344;5011
0004.273;4344;4925
0004.283;4344;4947
0004.293;4344;4965
0004.304;4344;4965
0004.316;4344;4851
0004.322;4344;4929
0004.334;4344;4929
0004.347;4344;4986
0004.353;4344;4929
0004.363;4344;4872
0004.373;4344;4929
0004.384;4344;4872
0004.394;4344;4897
0004.404;4344;4897
0004.414;4344;4925
0004.423;4344;4840
0004.433;4344;5004
0004.443;4344;4983
0004.453;4344;5040
0004.464;4344;4954
0004.474;4344;5075
0004.484;4344;5054
0004.501;4344;5089
0004.513;4344;5082
0004.523;4344;5082
0004.533;4344;4972
0004.544;4344;5072
0004.556;4344;5086
0004.562;4344;5007
0004.572;4344;4972
0004.583;4344;5114
0004.593;4344;5007
0004.609;4344;4772
0004.626;4344;4986
0004.632;4344;5043
0004.642;4344;4901
0004.652;4344;5043
0004.665;4344;4986
0004.675;4344;4986
0004.683;4344;4986
0004.693;4344;4986
0004.706;4344;4958
0004.720;4344;4872
0004.734;4344;4922
0004.745;4344;4979
0004.753;4344;4979
0004.763;4344;4950
0004.771;4344;5093
0004.786;4344;5072
0004.792;4344;5075
0004.802;4344;5111
0004.812;4344;5011
0004.823;4344;5040
0004.833;4344;4954
0004.843;4344;4975
0004.855;4344;4840
0004.864;4344;4890
0004.872;4344;4890
0004.882;4344;4890
0004.892;4344;4933
0004.903;4344;4872
0004.913;4344;4915
0004.923;4344;4794
0004.934;4344;4986
0004.950;4344;4986
0004.962;4344;5018
0004.972;4344;5018
0004.983;4344;5075
0004.993;4344;4918
0005.003;4344;4975
0005.013;4344;4890
0005.022;4344;5011
0005.032;4344;5047
0005.042;4344;5025
0005.061;4344;5004
0005.071;4344;5040
0005.083;4344;4961
0005.100;4344;4968
0005.112;4344;4936
0005.122;4344;4972
0005.132;4344;4993
0005.143;4344;4908
0005.151;4344;4993
0005.161;4344;4993
0005.171;4344;4879
0005.182;4344;4958
0005.192;4344;4958
0005.204;4344;4893
0005.210;4344;4979
0005.223;4344;4922
0005.233;4344;4922
0005.241;4344;4979
0005.251;4344;5007
0005.262;4344;4979
0005.272;4344;4979
0005.280;4344;4979
0005.292;4344;5036
0005.303;4344;5150
0005.311;4344;4993
0005.321;4344;4993
0005.331;4344;5050
0005.342;4344;5050
0005.352;4344;5050
0005.362;4344;4993
0005.372;4344;4993
0005.381;4344;4993
0005.391;4344;4851
0005.403;4344;4901
0005.411;4344;4836
0005.424;4344;4879
0005.432;4344;4879
0005.442;4344;4879
0005.452;4344;4901
0005.463;4344;4865
0005.473;4344;4883
0005.481;4344;4940
0005.492;4344;4940
0005.502;4344;4997
0005.512;4344;4997
0005.524;4344;5004
0005.535;4344;5011
0005.541;4344;5047
0005.551;4344;5104
0005.561;4344;4975
0005.574;4344;5061
0005.582;4344;5075
0005.592;4344;5054
0005.603;4344;4968
0005.611;4344;5054
0005.621;4344;4997
0005.633;4344;5000
0005.648;4344;5000
0005.662;4344;5072
0005.672;4344;4872
0005.680;4344;5007
0005.691;4344;4950
0005.701;4344;4950
0005.717;4344;5007
0005.734;4344;5043
0005.742;4344;5072
0005.752;4344;4986
0005.763;4344;4929
0005.771;4344;4986
0005.781;4344;4901
0005.791;4344;5043
0005.799;4344;5043
0005.812;4344;5007
0005.822;4344;5007
0005.830;4344;5036
0005.841;4344;4893
0005.851;4344;4865
0005.871;4344;5029
0005.882;4344;4972
0005.890;4344;5086
0005.900;4344;4950
0005.910;4344;5007
0005.920;4344;5007
0005.931;4344;5065
0005.941;4344;4950
0005.949;4344;5007
0005.962;4344;5007
0005.970;4344;5007
0005.980;4344;5007
0005.990;4344;5007
0006.001;4344;4950
0006.011;4344;4950
0006.021;4344;4893
0006.029;4344;4893
0006.042;4344;4879
0006.052;4344;4879
0006.060;4344;4958
0006.070;4344;4954
0006.081;4344;4954
0006.089;4344;4925
0006.101;4344;5011
0006.109;4344;4925
0006.122;4344;5068
0006.130;4344;4990
0006.140;4344;4990
0006.150;4344;4961
0006.161;4344;4997
0006.169;4344;5061
0006.181;4344;5097
0006.189;4344;5075
0006.202;4344;5111
0006.210;4344;5072
0006.220;4344;5072
0006.230;4344;4958
0006.241;4344;5015
0006.251;4344;5043
0006.261;4344;5043
0006.271;4344;5047
0006.279;4344;4990
0006.290;4344;4933
0006.300;4344;4868
0006.310;4344;4833
0006.321;4344;4876
0006.333;4344;4954
0006.341;4344;4954
0006.357;4344;4876
0006.370;4344;4897
0006.380;4344;4893
0006.390;4344;4915
0006.401;4344;4879
0006.409;4344;4851
0006.421;4344;5007
0006.429;4344;4893
0006.440;4344;4929
0006.450;4344;5100
0006.460;4344;5036
0006.470;4344;5093
0006.481;4344;4901
0006.491;4344;5043
0006.503;4344;4993
0006.509;4344;5079
0006.519;4344;5000
0006.530;4344;5000
0006.540;4344;5004
0006.548;4344;5004
0006.561;4344;4890
0006.569;4344;4911
0006.581;4344;4904
0006.589;4344;4933
0006.600;4344;4876
0006.610;4344;5011
0006.620;4344;4954
0006.630;4344;4954
0006.641;4344;4808
0006.649;4344;5000
0006.661;4344;4943
0006.669;4344;5029
0006.680;4344;4886
0006.690;4344;5000
0006.700;4344;5029
0006.708;4344;5114
0006.721;4344;5093
0006.737;4344;5082
0006.749;4344;5054
0006.760;4344;5025
0006.770;4344;5082
0006.782;4344;5111
0006.790;4344;5032
0006.807;4344;4975
0006.819;4344;5004
0006.829;4344;4947
0006.840;4344;4861
0006.848;4344;4968
0006.860;4344;4990
0006.870;4344;5104
0006.879;4344;4968
0006.889;4344;4911
0006.899;4344;5025
0006.909;4344;4954
0006.920;4344;5068
0006.930;4344;5032
0006.940;4344;4890
0006.948;4344;4997
0006.959;4344;5025
0006.969;4344;5004
0006.979;4344;5147
0006.995;4344;5068
0007.010;4344;5011
0007.020;4344;5068
0007.028;4344;5125
0007.039;4344;4961
0007.049;4344;4847
0007.059;4344;4925
0007.069;4344;4925
0007.080;4344;4947
0007.090;4344;4947
0007.106;4344;4854
0007.119;4344;5011
0007.129;4344;5011
0007.139;4344;5047
0007.149;4344;5047
0007.160;4344;4990
0007.168;4344;4933
0007.178;4344;4933
0007.188;4344;4986
0007.199;4344;4986
0007.209;4344;5100
0007.219;4344;4858
0007.229;4344;5057
0007.240;4344;5018
0007.250;4344;5075
0007.258;4344;5075
0007.268;4344;4940
0007.281;4344;4997
0007.289;4344;5054
0007.301;4344;4997
0007.313;4344;5018
0007.328;4344;5018
0007.338;4344;5018
0007.348;4344;5047
0007.359;4344;4961
0007.369;4344;4961
0007.379;4344;4961
0007.389;4344;5018
0007.400;4344;5047
0007.408;4344;4904
0007.418;4344;4961
0007.428;4344;4961
0007.439;4344;4961
0007.449;4344;4961
0007.459;4344;4925
0007.472;4344;4983
0007.478;4344;5040
0007.488;4344;5004
0007.498;4344;4947
0007.531;4344;4947
0007.539;4344;4947
0007.552;4344;5004
0007.560;4344;4925
0007.568;4344;4983
0007.578;4344;4983
0007.588;4344;4947
0007.599;4344;5004
0007.609;4344;5004
0007.619;4344;5061
0007.627;4344;5004
0007.638;4344;5004
0007.648;4344;5004
0007.658;4344;5061
0007.668;4344;5061
0007.679;4344;5061
0007.691;4344;5004
0007.705;4344;5004
0007.724;4344;5004
0007.738;4344;5025
0007.748;4344;4854
0007.757;4344;4990
0007.775;4344;4990
0007.787;4344;4990
0007.798;4344;4990
0007.808;4344;4954
0007.818;4344;4950
0007.828;4344;5007
0007.837;4344;5007
0007.847;4344;4865
0007.857;4344;5007
0007.867;4344;4950
0007.878;4344;5007
0007.888;4344;5065
0007.898;4344;4929
0007.906;4344;4986
0007.917;4344;4965
0007.929;4344;4965
0007.937;4344;4933
0007.947;4344;5018
0007.956;4344;4961
0007.968;4344;4961
0007.978;4344;5018
0007.988;4344;4933
0007.999;4344;5018
0008.007;4344;4997
0008.019;4344;5054
0008.027;4344;5054
0008.038;4344;5061
0008.046;4344;5040
0008.058;4344;5043
0008.070;4344;5079
0008.077;4344;4965
0008.087;4344;5022
0008.097;4344;5022
0008.107;4344;4965
0008.118;4344;4908
0008.128;4344;4986
0008.138;4344;4843
0008.154;4344;4865
0008.167;4344;4972
0008.177;4344;5029
0008.187;4344;4972
0008.198;4344;4968
0008.206;4344;4968
0008.218;4344;5025
0008.226;4344;4968
0008.237;4344;5025
0008.247;4344;4940
0008.257;4344;4918
0008.267;4344;5007
0008.278;4344;4950
0008.288;4344;5065
0008.304;4344;5093
0008.317;4344;4986
0008.327;4344;5043
0008.337;4344;4901
0008.347;4344;4929
0008.358;4344;5007
0008.368;4344;4865
0008.376;4344;4972
0008.386;4344;5029
0008.396;4344;5086
0008.407;4344;5007
0008.417;4344;4986
0008.427;4344;5007
0008.438;4344;5065
0008.448;4344;4950
0008.456;4344;4893
0008.466;4344;4893
0008.477;4344;4972
0008.487;4344;5015
0008.497;4344;5015
0008.507;4344;5015
0008.518;4344;4993
0008.534;4344;4972
0008.548;4344;4922
0008.557;4344;4968
0008.567;4344;5025
0008.577;4344;5025
0008.587;4344;5007
0008.595;4344;4890
0008.608;4344;4890
0008.616;4344;4890
0008.626;4344;5004
0008.637;4344;4947
0008.647;4344;4947
0008.657;4344;5061
0008.667;4344;5004
0008.675;4344;4975
0008.686;4344;4975
0008.696;4344;4975
0008.706;4344;4997
0008.714;4344;4940
0008.727;4344;4940
0008.737;4344;4918
0008.753;4344;4861
0008.766;4344;4968
0008.776;4344;4911
0008.786;4344;4883
0008.794;4344;4911
0008.807;4344;5025
0008.817;4344;5082
0008.825;4344;5061
0008.835;4344;5004
0008.846;4344;5097
0008.856;4344;5018
0008.866;4344;4961
0008.877;4344;5054
0008.887;4344;5054
0008.903;4344;5036
0008.915;4344;5179
0008.926;4344;5022
0008.936;4344;4936
0008.946;4344;4929
0008.963;4344;4950
0008.979;4344;4943
0008.987;4344;4972
0008.998;4344;4943
0009.008;4344;4908
0009.016;4344;4936
0009.026;4344;4908
0009.037;4344;4908
0009.045;4344;4908
0009.055;4344;4915
0009.071;4344;4915
0009.088;4344;4972
0009.098;4344;4943
0009.114;4344;5065
0009.125;4344;5065
0009.143;4344;5100
0009.155;4344;5139
0009.166;4344;4954
0009.178;4344;5097
0009.184;4344;5011
0009.197;4344;4947
0009.207;4344;4947
0009.215;4344;4911
0009.225;4344;4847
0009.235;4344;4918
0009.246;4344;4918
0009.258;4344;4918
0009.266;4344;4883
0009.274;4344;4893
0009.285;4344;4893
0009.295;4344;4893
0009.305;4344;4972
0009.313;4344;4915
0009.326;4344;4993
0009.338;4344;4993
0009.346;4344;5050
0009.354;4344;5025
0009.365;4344;5139
0009.377;4344;5040
0009.385;4344;5011
0009.395;4344;4961
0009.406;4344;5054
0009.416;4344;5054
0009.424;4344;5200
0009.434;4344;5072
0009.445;4344;5015
0009.455;4344;5015
0009.465;4344;4901
0009.477;4344;5015
0009.486;4344;4958
0009.498;4344;4958
0009.504;4344;5043
0009.514;4344;5000
0009.525;4344;4943
0009.558;4344;4983
0009.566;4344;4868
0009.574;4344;4968
0009.584;4344;4911
0009.594;4344;4911
0009.605;4344;4883
0009.615;4344;4940
0009.629;4344;4997
0009.644;4344;5082
0009.654;4344;4954
0009.664;4344;5018
0009.674;4344;5075
0009.685;4344;4997
0009.695;4344;4997
0009.705;4344;4997
0009.716;4344;4854
0009.726;4344;4961
0009.734;4344;5018
0009.744;4344;4958
0009.754;4344;4901
0009.765;4344;4958
0009.775;4344;4958
0009.785;4344;4901
0009.795;4344;4872
0009.804;4344;4901
0009.814;4344;4979
0009.824;4344;4893
0009.834;4344;4979
0009.845;4344;5007
0009.855;4344;5036
0009.867;4344;5072
0009.882;4344;5022
0009.894;4344;5022
0009.904;4344;5022
0009.914;4344;5022
0009.925;4344;5082
0009.935;4344;5025
0009.945;4344;5025
0009.956;4344;5082
0009.964;4344;5054
0009.974;4344;4911
0009.984;4344;4854
0009.994;4344;4961
0010.005;4344;4876
0010.015;4344;4925
0010.031;4344;4897
0010.044;4344;4897
0010.054;4344;4883
0010.066;4344;4940
0010.074;4344;4883
0010.085;4344;4883
0010.095;4344;4997
0010.103;4344;4997
0010.113;4344;5054
0010.124;4344;5054
0010.134;4344;5054
0010.142;4344;4940
0010.154;4344;5054
0010.165;4344;5054
0010.175;4344;5032
0010.183;4344;5032
0010.193;4344;4954
0010.204;4344;4954
0010.214;4344;4954
0010.222;4344;4975
0010.237;4344;4975
0010.243;4344;5061
0010.253;4344;4975
0010.263;4344;4997
0010.274;4344;4940
0010.284;4344;4997
0010.294;4344;4940
0010.304;4344;4940
0010.317;4344;4997
0010.323;4344;4940
0010.333;4344;4940
0010.343;4344;4961
0010.353;4344;4904
0010.364;4344;4961
0010.378;4344;5018
0010.397;4344;5018
0010.403;4344;4904
0010.415;4344;4997
0010.423;4344;4997
0010.433;4344;5032
0010.444;4344;5032
0010.456;4344;4975
0010.465;4344;5032
0010.473;4344;4918
0010.483;4344;5032
0010.493;4344;4975
0010.504;4344;4975
0010.516;4344;4975
0010.524;4344;4975
0010.534;4344;4975
0010.543;4344;4975
0010.555;4344;4861
0010.565;4344;4997
0010.573;4344;4997
0010.584;4344;4968
0010.594;4344;5025
0010.604;4344;4965
0010.614;4344;4965
0010.623;4344;5022
0010.633;4344;4936
0010.643;4344;4943
0010.653;4344;4915
0010.664;4344;5000
0010.674;4344;5000
0010.682;4344;5029
0010.694;4344;5040
0010.703;4344;4961
0010.713;4344;5018
0010.721;4344;4961
0010.733;4344;5018
0010.744;4344;5018
0010.754;4344;5018
0010.762;4344;4933
0010.772;4344;4876
0010.783;4344;4983
0010.793;4344;4897
0010.807;4344;4968
0010.813;4344;4911
0010.824;4344;4761
0010.834;4344;4983
0010.842;4344;4925
0010.856;4344;4925
0010.863;4344;4922
0010.875;4344;4865
0010.883;4344;5036
0010.893;4344;4979
0010.910;4344;5015
0010.922;4344;4993
0010.932;4344;4993
0010.943;4344;5086
0010.953;4344;5007
0010.961;4344;4950
0010.973;4344;5065
0010.982;4344;5011
0010.992;4344;5068
0011.004;4344;4990
0011.012;4344;4933
0011.031;4344;4990
0011.043;4344;4961
0011.053;4344;4961
0011.062;4344;4961
0011.072;4344;4983
0011.082;4344;4897
0011.092;4344;4897
0011.101;4344;4925
0011.115;4344;4925
0011.121;4344;4897
0011.132;4344;4840
0011.142;4344;4947
0011.152;4344;4947
0011.160;4344;4975
0011.173;4344;4918
0011.181;4344;4975
0011.193;4344;4918
0011.201;4344;4997
0011.212;4344;5047
0011.222;4344;5082
0011.232;4344;4975
0011.240;4344;5040
0011.253;4344;4990
0011.261;4344;5132
0011.279;4344;4997
0011.292;4344;4911
0011.302;4344;4940
0011.312;4344;4997
0011.320;4344;4997
0011.333;4344;5000
0011.341;4344;4858
0011.351;4344;4965
0011.361;4344;4986
0011.374;4344;4901
0011.382;4344;4986
0011.392;4344;4986
0011.405;4344;4986
0011.413;4344;4901
0011.429;4344;4929
0011.441;4344;5007
0011.452;4344;4922
0011.462;4344;4947
0011.472;4344;5007
0011.480;4344;5065
0011.493;4344;5036
0011.501;4344;5065
0011.511;4344;5065
0011.521;4344;4979
0011.532;4344;5043
0011.542;4344;5043
0011.552;4344;5100
0011.563;4344;4965
0011.571;4344;4965
0011.581;4344;5022
0011.591;4344;4879
0011.602;4344;4986
0011.612;4344;4986
0011.622;4344;4929
0011.632;4494;4344
0011.649;4344;4908
0011.665;4344;4965
0011.671;4344;4993
0011.682;4344;4993
0011.692;4344;5050
0011.704;4344;4993
0011.712;4344;4993
0011.723;4344;5022
0011.733;4344;5022
0011.743;4344;5079
0011.757;4344;5000
0011.770;4344;5000
0011.784;4344;4826
0011.798;4344;4961
0011.811;4344;4961
0011.823;4344;5018
0011.831;4344;5018
0011.842;4344;5075
0011.852;4344;4997
0011.864;4344;4940
0011.870;4344;4997
0011.880;4344;4997
0011.895;4344;4997
0011.903;4344;4997
0011.911;4344;4940
0011.921;4344;4997
0011.932;4344;4997
0011.948;4344;4997
0011.960;4344;4940
0011.971;4344;4997
0011.983;4344;4883
0011.991;4344;4997
0012.004;4344;4883
0012.014;4344;4997
0012.022;4344;4997
0012.030;4344;4826
0012.043;4344;4925
0012.051;4344;4925
0012.063;4344;4947
0012.071;4344;4943
0012.084;4344;5000
0012.094;4344;5000
0012.102;4344;5000
0012.110;4344;5057
0012.120;4344;5015
0012.131;4344;4965
0012.143;4344;5050
0012.151;4344;5143
0012.162;4344;5065
0012.170;4344;5104
0012.182;4344;5082
0012.190;4344;5025
0012.200;4344;5032
0012.209;4344;4975
0012.223;4344;5032
0012.231;4344;5032
0012.239;4344;5032
0012.250;4344;5004
0012.262;4344;4979
0012.270;4344;4893
0012.283;4344;4858
0012.289;4344;4965
0012.301;4344;4908
0012.309;4344;4965
0012.319;4344;4950
0012.330;4344;4922
0012.340;4344;4865
0012.350;4344;5029
0012.361;4344;4972
0012.369;4344;4972
0012.381;4344;4883
0012.397;4344;4940
0012.410;4344;4904
0012.420;4344;4904
0012.428;4344;4983
0012.441;4344;4983
0012.451;4344;4983
0012.465;4344;5075
0012.484;4344;4997
0012.490;4344;5054
0012.502;4344;5054
0012.508;4344;5111
0012.521;4344;5011
0012.531;4344;5011
0012.539;4344;4954
0012.549;4344;5011
0012.559;4344;5068
0012.570;4344;5068
0012.580;4344;5097
0012.590;4344;5018
0012.601;4344;5022
0012.611;4344;5022
0012.619;4344;5022
0012.629;4344;5050
0012.640;4344;4965
0012.650;4344;4843
0012.662;4344;4922
0012.668;4344;4808
0012.683;4344;4886
0012.691;4344;4940
0012.701;4344;4961
0012.709;4344;4961
0012.720;4344;4847
0012.730;4344;4983
0012.740;4344;4983
0012.750;4344;5040
0012.761;4344;5040
0012.777;4344;4997
0012.789;4344;4911
0012.799;4344;5054
0012.810;4344;4997
0012.826;4344;5054
0012.849;4344;5054
0012.861;4344;4997
0012.871;4344;4940
0012.884;4344;4997
0012.902;4344;4961
0012.910;4344;4840
0012.918;4344;5004
0012.929;4344;4918
0012.939;4344;4947
0012.949;4344;4947
0012.960;4344;4943
0012.970;4344;5000
0012.980;4344;5000
0012.996;4344;4922
0013.009;4344;4979
0013.019;4344;4950
0013.029;4344;4979
0013.040;4344;5036
0013.050;4344;5093
0013.062;4344;5015
0013.068;4344;5015
0013.078;4344;5072
0013.089;4344;4993
0013.101;4344;5050
0013.109;4344;4936
0013.119;4344;4993
0013.132;4344;4915
0013.142;4344;4915
0013.148;4344;4915
0013.158;4344;5029
0013.169;4344;5029
0013.181;4344;5029
0013.187;4344;4972
0013.198;4344;5029
0013.216;4344;4972
0013.229;4344;4972
0013.239;4344;5029
0013.247;4344;5029
0013.259;4344;5029
0013.276;4344;5007
0013.288;4344;5007
0013.299;4344;5007
0013.307;4344;5007
0013.317;4344;4950
0013.327;4344;5007
0013.342;4344;4950
0013.350;4344;4950
0013.360;4344;4950
0013.370;4344;4950
0013.381;4344;4979
0013.389;4344;4893
0013.401;4344;4950
0013.409;4344;4858
0013.421;4344;4936
