temps;MGA;MDR;GAS
0008.051;04344;04544;0204
0008.153;04344;04687;0204
0008.252;04344;04544;0204
0008.352;04344;04601;0204
0008.451;04344;04658;0204
0008.551;04344;04569;0204
0008.650;04344;04587;0204
0008.750;04344;04651;0204
0008.849;04344;04605;0204
0008.949;04344;04526;0204
0009.051;04344;04665;0204
0009.151;04344;04601;0204
0009.250;04344;04633;0204
0009.350;04344;04640;0204
0009.449;04344;04512;0204
0009.549;04383;04440;0204
0009.648;04344;04515;0204
0009.748;04344;04665;0204
0009.847;04344;04515;0204
0009.950;04344;04665;0204
0010.049;04344;04597;0204
0010.249;04344;04558;0204
0010.348;04344;04651;0204
0010.448;04344;04765;0204
0010.548;04348;04476;0204
0010.647;04344;04537;0204
0010.747;04344;04715;0204
0010.846;04344;04480;0204
0010.946;04344;04544;0204
0011.147;04344;04615;0204
0011.247;04344;04558;0204
0011.347;04344;04597;0204
0011.446;04344;04572;0204
0011.546;04344;04558;0204
0011.645;04344;04615;0204
0011.745;04344;04587;0204
0011.844;04344;04551;0204
0012.046;04344;04530;0204
0012.145;04344;04594;0204
0012.245;04344;04590;0204
0012.345;04344;04654;0204
0012.444;04344;04683;0204
0012.546;04344;04572;0204
0012.646;04344;04651;0204
0012.745;04344;04633;0204
0012.845;04344;04597;0204
0012.944;04344;04540;0204
0013.044;04344;04619;0204
0013.144;04344;04637;0204
0013.244;04344;04530;0204
0013.343;04344;04612;0204
0013.443;04344;04654;0204
0013.545;04344;04601;0204
0013.644;04344;04508;0204
0013.744;04344;04629;0204
0013.843;04344;04712;0204
0013.943;04344;04590;0204
0014.042;04344;04637;0204
0014.142;04344;04633;0204
0014.242;04344;04562;0204
0014.342;04344;04551;0204
0014.442;04344;04615;0204
0014.571;04344;04672;0204
0014.671;04344;04615;0204
0014.770;04344;04580;0204
0014.870;04344;04512;0204
0014.969;04344;04669;0204
0015.069;04344;04526;0204
0015.169;04344;04594;0204
0015.268;04344;04662;0204
0015.370;04344;04576;0204
0015.470;04344;04587;0204
0015.570;04344;04669;0204
0015.669;04344;04615;0204
0015.769;04344;04498;0204
0015.868;04344;04647;0204
0015.968;04344;04551;0204
0016.067;04344;04555;0204
0016.167;04344;04626;0204
0016.269;04344;04572;0204
0016.369;04344;04544;0204
0016.468;04344;04654;0204
0016.568;04344;04572;0204
0016.668;04344;04519;0204
0016.767;04344;04597;0204
0016.867;04344;04605;0204
0016.966;04344;04590;0204
0017.066;04344;04612;0204
0017.165;04344;04555;0204
0017.267;04344;04612;0204
0017.367;04344;04672;0204
0017.466;04344;04501;0204
0017.566;04344;04654;0204
0017.666;04344;04626;0204
0017.867;04344;04669;0204
0017.967;04344;04626;0204
0018.066;04344;04612;0204
0018.166;04344;04612;0204
0018.265;04344;04555;0204
0018.365;04344;04572;0204
0018.465;04344;04590;0204
0018.564;04369;04455;0204
0018.766;04344;04644;0204
0018.865;04344;04612;0204
0018.965;04344;04562;0204
0019.064;04344;04612;0204
0019.164;04344;04633;0204
0019.264;04344;04523;0204
0019.363;04344;04519;0204
0019.463;04344;04708;0204
0019.664;04344;04594;0204
0019.764;04344;04533;0204
0019.863;04344;04612;0204
0019.963;04344;04565;0204
0020.062;04344;04547;0204
0020.162;04344;04576;0204
0020.262;04344;04647;0204
0020.386;04344;04555;0204
0020.588;04344;04597;0204
0020.687;04344;04555;0204
0020.787;04344;04533;0204
0020.886;04344;04612;0204
0020.986;04344;04733;0204
0021.085;04344;04498;0204
0021.185;04344;04640;0204
0021.285;04366;04458;0204
0021.486;04344;04854;0204
0021.586;04344;04597;0204
0021.686;04362;04462;0204
0021.785;04344;04565;0204
0021.885;04344;04640;0204
0021.984;04344;04679;0204
