temps;MGA;MDR
0002.979;4344;5143
0002.985;4344;5172
0002.995;4344;5286
0003.005;4344;5264
0003.016;4344;5243
0003.026;4344;5164
0003.042;4344;5179
0003.055;4344;5179
0003.065;4344;5179
0003.077;4344;5207
0003.085;4344;5207
0003.096;4344;5122
0003.110;4344;5065
0003.124;4344;5086
0003.135;4344;5086
0003.145;4344;5172
0003.155;4344;5164
0003.167;4344;5193
0003.176;4344;5136
0003.192;4344;5154
0003.204;4344;5211
0003.215;4344;5268
0003.227;4344;5246
0003.235;4344;5189
0003.245;4344;5307
0003.256;4344;5293
0003.264;4344;5243
0003.274;4344;5221
0003.284;4344;5164
0003.295;4344;5164
0003.305;4344;5107
0003.315;4344;5122
0003.325;4344;5179
0003.342;4344;5200
0003.354;4344;5143
0003.364;4344;5022
0003.375;4344;5129
0003.385;4344;5186
0003.397;4344;5186
0003.412;4344;5221
0003.424;4344;5221
0003.434;4344;5221
0003.444;4344;5221
0003.459;4344;5164
0003.465;4344;5132
0003.482;4344;5200
0003.494;4344;5286
0003.504;4344;5207
0003.512;4344;5179
0003.525;4344;5150
0003.537;4344;5143
0003.543;4344;5086
0003.553;4344;5193
0003.564;4344;5161
0003.574;4344;5211
0003.584;4344;5182
0003.594;4344;5125
0003.607;4344;5125
0003.615;4344;5182
0003.625;4344;5154
0003.633;4344;5047
0003.644;4344;5182
0003.656;4344;5204
0003.666;4344;5204
0003.677;4344;5204
0003.685;4344;5204
0003.695;4344;5261
0003.703;4344;5161
0003.716;4344;5161
0003.724;4344;5218
0003.734;4344;5161
0003.744;4344;5218
0003.754;4344;5161
0003.765;4344;5168
0003.773;4344;5225
0003.783;4344;5168
0003.793;4344;5168
0003.804;4344;5225
0003.814;4344;5254
0003.824;4344;5225
0003.841;4344;5111
0003.855;4344;5168
0003.863;4344;5132
0003.873;4344;5132
0003.884;4344;5132
0003.894;4344;5018
0003.904;4344;5118
0003.915;4344;5061
0003.923;4344;5061
0003.935;4344;5057
0003.943;4344;5172
0003.953;4344;5079
0003.964;4344;5157
0003.974;4344;5157
0003.984;4344;5129
0003.992;4344;5193
0004.003;4344;5221
0004.013;4344;5246
0004.023;4344;5225
0004.033;4344;5225
0004.044;4344;5264
0004.054;4344;5271
0004.070;4344;5193
0004.083;4344;5164
0004.093;4344;5164
0004.105;4344;5136
0004.116;4344;5125
0004.124;4344;5125
0004.134;4344;5068
0004.142;4344;5154
0004.152;4344;5125
0004.163;4344;5211
0004.173;4344;5182
0004.183;4344;5211
0004.193;4344;5275
0004.204;4344;5139
0004.212;4344;5225
0004.223;4344;5229
0004.233;4344;5257
0004.243;4344;5229
0004.253;4344;5229
0004.264;4344;5114
0004.272;4344;5257
0004.282;4344;5143
0004.292;4344;5114
0004.303;4344;5079
0004.313;4344;5079
0004.323;4344;5075
0004.334;4344;5161
0004.350;4344;5189
0004.362;4344;5275
0004.375;4344;5168
0004.383;4344;5114
0004.393;4344;5229
0004.403;4344;5172
0004.412;4344;5257
0004.422;4344;5200
0004.432;4344;5257
0004.442;4344;5200
0004.452;4344;5114
0004.465;4344;5164
0004.475;4344;5079
0004.483;4344;5079
0004.492;4344;5079
0004.504;4344;5100
0004.512;4344;5100
0004.522;4344;5147
0004.533;4344;5061
0004.545;4344;5139
0004.553;4344;5225
0004.563;4344;5196
0004.572;4344;5139
0004.582;4344;5254
0004.592;4344;5232
0004.602;4344;5318
0004.615;4344;5182
0004.623;4344;5296
0004.631;4344;5161
0004.643;4344;5218
0004.652;4344;5161
0004.662;4344;5218
0004.672;4344;5161
0004.682;4344;5047
0004.693;4344;5211
0004.703;4344;5068
0004.712;4344;5125
0004.722;4344;5125
0004.732;4344;5089
0004.742;4344;5168
0004.753;4344;5111
0004.763;4344;5111
0004.771;4344;5111
0004.783;4344;5168
0004.792;4344;5164
0004.802;4344;5221
0004.812;4344;5278
0004.822;4344;5236
0004.833;4344;5296
0004.843;4344;5139
0004.851;4344;5118
0004.861;4344;5175
0004.872;4344;5175
0004.882;4344;5061
0004.894;4344;5204
0004.902;4344;5147
0004.919;4344;5139
0004.933;4344;5047
0004.942;4344;5125
0004.952;4344;5125
0004.962;4344;5125
0004.972;4344;5068
0004.985;4344;5182
0004.991;4344;5182
0005.001;4344;5182
0005.011;4344;5150
0005.022;4344;5122
0005.034;4344;5065
0005.042;4344;5150
0005.052;4344;5207
0005.069;4344;5207
0005.081;4344;5072
0005.091;4344;5100
0005.102;4344;5186
0005.112;4344;5186
0005.122;4344;5186
0005.132;4344;5243
0005.149;4344;5300
0005.161;4344;5164
0005.174;4344;5225
0005.182;4344;5289
0005.194;4344;5125
0005.202;4344;5068
0005.211;4344;5147
0005.225;4344;5182
0005.233;4344;5032
0005.241;4344;5196
0005.252;4344;5075
0005.262;4344;5132
0005.270;4344;5104
0005.283;4344;5075
0005.291;4344;4997
0005.301;4344;5043
0005.311;4344;5157
0005.322;4344;5072
0005.332;4344;5093
0005.342;4344;5093
0005.350;4344;5150
0005.363;4344;5214
0005.371;4344;5186
0005.381;4344;5164
0005.391;4344;5221
0005.402;4344;5179
0005.412;4344;5243
0005.420;4344;5278
0005.430;4344;5200
0005.441;4344;5257
0005.453;4344;5314
0005.461;4344;5236
0005.471;4344;5357
0005.482;4344;5196
0005.490;4344;5082
0005.500;4344;5189
0005.510;4344;5125
0005.521;4344;5211
0005.531;4344;5147
0005.543;4344;5054
0005.551;4344;5154
0005.562;4344;5118
0005.570;4344;5118
0005.580;4344;5289
0005.590;4344;5154
0005.601;4344;5057
0005.611;4344;5136
0005.623;4344;5079
0005.631;4344;5079
0005.648;4344;5150
0005.666;4344;5129
0005.681;4344;5129
0005.693;4344;5186
0005.702;4344;5243
0005.710;4344;5300
0005.720;4344;5164
0005.736;4344;5164
0005.751;4344;5107
0005.761;4344;5250
0005.771;4344;5136
0005.786;4344;5136
0005.808;4344;5136
0005.827;4344;5214
0005.845;4344;5157
0005.853;4344;5072
0005.862;4344;5193
0005.878;4344;5172
0005.890;4344;5114
0005.903;4344;5232
0005.913;4344;5175
0005.927;4344;5118
0005.940;4344;5118
0005.950;4344;5118
0005.960;4344;5175
0005.970;4344;5139
0005.981;4344;5196
0005.991;4344;5139
0005.999;4344;5161
0006.009;4344;5275
0006.020;4344;5139
0006.030;4344;5139
0006.040;4344;5196
0006.050;4344;5161
0006.061;4344;5104
0006.071;4344;5125
0006.079;4344;5125
0006.089;4344;5239
0006.100;4344;5097
0006.110;4344;5154
0006.120;4344;5175
0006.130;4344;5114
0006.141;4344;5086
0006.157;4344;5143
0006.169;4344;5207
0006.180;4344;5168
0006.190;4344;5189
0006.202;4344;5072
0006.210;4344;5072
0006.219;4344;5129
0006.233;4344;5143
0006.239;4344;5114
0006.249;4344;5086
0006.262;4344;5114
0006.272;4344;5086
0006.280;4344;5172
0006.290;4344;5172
0006.301;4344;5172
0006.309;4344;5114
0006.319;4344;5172
0006.330;4344;5207
0006.340;4344;5350
0006.350;4344;5214
0006.360;4344;5250
0006.377;4344;5307
0006.389;4344;5207
0006.399;4344;5150
0006.409;4344;5150
0006.422;4344;5150
0006.430;4344;5093
0006.438;4344;5093
0006.449;4344;5211
0006.469;4344;5100
0006.486;4344;5100
0006.494;4344;5015
0006.508;4344;5179
0006.523;4344;5236
0006.533;4344;5236
0006.547;4344;5157
0006.568;4344;5157
0006.603;4344;5193
0006.617;4344;5136
0006.629;4344;5100
0006.639;4344;5214
0006.650;4344;5157
0006.658;4344;5100
0006.670;4344;5179
0006.678;4344;5179
0006.689;4344;5236
0006.699;4344;5093
0006.709;4344;5179
0006.720;4344;5157
0006.730;4344;5157
0006.738;4344;5136
0006.748;4344;5193
0006.758;4344;5193
0006.771;4344;5050
0006.779;4344;5275
0006.789;4344;5196
0006.800;4344;5254
0006.816;4344;5254
0006.828;4344;5254
0006.838;4344;5196
0006.851;4344;5254
0006.859;4344;5139
0006.870;4344;5139
0006.878;4344;5139
0006.888;4344;5139
0006.898;4344;5082
0006.908;4344;4997
0006.919;4344;5104
0006.929;4344;5161
0006.939;4344;5104
0006.950;4344;5104
0006.958;4344;5161
0006.968;4344;5104
0006.978;4344;5161
0006.989;4344;5218
0006.999;4344;5161
0007.011;4344;5161
0007.019;4344;5132
0007.036;4344;5157
0007.048;4344;5157
0007.058;4344;5157
0007.069;4344;5214
0007.081;4344;5157
0007.091;4344;5157
0007.099;4344;5218
0007.108;4344;5218
0007.118;4344;5282
0007.128;4344;5118
0007.138;4344;5175
0007.149;4344;5089
0007.159;4344;5232
0007.169;4344;5232
0007.177;4344;5232
0007.188;4344;5232
0007.198;4344;5211
0007.208;4344;5239
0007.218;4344;5154
0007.229;4344;5182
0007.239;4344;5182
0007.247;4344;5125
0007.259;4344;5118
0007.274;4344;5054
0007.288;4344;5175
0007.298;4344;5061
0007.309;4344;5061
0007.325;4344;5061
0007.337;4344;5204
0007.348;4344;5211
0007.360;4344;5154
0007.368;4344;5211
0007.378;4344;5154
0007.389;4344;5296
0007.397;4344;5189
0007.407;4344;5189
0007.417;4344;5075
0007.428;4344;5132
0007.438;4344;5132
0007.450;4344;5189
0007.461;4344;5189
0007.469;4344;5075
0007.477;4344;5189
0007.491;4344;5168
0007.500;4344;5168
0007.508;4344;5254
0007.518;4344;5168
0007.535;4344;5168
0007.547;4344;5189
0007.557;4344;5189
0007.568;4344;5189
0007.578;4344;5189
0007.588;4344;5168
0007.598;4344;5168
0007.606;4344;5168
0007.617;4344;5054
0007.627;4344;5193
0007.637;4344;5221
0007.652;4344;5136
0007.658;4344;5193
0007.668;4344;5079
0007.678;4344;5132
0007.689;4344;5132
0007.697;4344;5075
0007.707;4344;5018
0007.719;4344;5204
0007.728;4344;5118
0007.738;4344;5118
0007.754;4344;5254
0007.767;4344;5175
0007.777;4344;5232
0007.787;4344;5175
0007.797;4344;5175
0007.808;4344;5118
0007.840;4344;5204
0007.851;4344;5175
0007.857;4344;5118
0007.867;4344;5204
0007.878;4344;5204
0007.888;4344;5089
0007.904;4344;5107
0007.916;4344;5250
0007.927;4344;5172
0007.937;4344;5229
0007.947;4344;5150
0007.958;4344;5236
0007.974;4344;5293
0007.986;4344;5214
0007.996;4344;5129
0008.007;4344;5186
0008.017;4344;5129
0008.027;4344;5129
0008.038;4344;5129
0008.048;4344;5072
0008.056;4344;5072
0008.066;4344;5072
0008.076;4344;5114
0008.087;4344;5022
0008.097;4344;5186
0008.107;4344;5157
0008.118;4344;5243
0008.126;4344;5136
0008.136;4344;5250
0008.146;4344;5172
0008.189;4344;5186
0008.198;4344;5243
0008.206;4344;5214
0008.216;4344;5107
0008.226;4344;5193
0008.237;4344;5107
0008.249;4344;5278
0008.257;4344;5114
0008.266;4344;5079
0008.276;4344;5107
0008.286;4344;5129
0008.296;4344;5100
0008.306;4344;5036
0008.317;4344;5114
0008.329;4344;5200
0008.335;4344;5114
0008.345;4344;5054
0008.356;4344;5111
0008.366;4344;5168
0008.376;4344;5054
0008.386;4344;5168
0008.397;4344;5147
0008.413;4344;5204
0008.425;4344;5125
0008.436;4344;5303
0008.446;4344;5172
0008.456;4344;5229
0008.471;4344;5172
0008.485;4344;5229
0008.497;4344;5093
0008.510;4344;5150
0008.516;4344;5114
0008.526;4344;5114
0008.536;4344;5114
0008.579;4344;5157
0008.586;4344;5157
0008.600;4344;5157
0008.606;4344;5157
0008.618;4344;5229
0008.627;4344;5457
0008.635;4344;5129
0008.645;4344;5214
0008.655;4344;5157
0008.666;4344;5075
0008.676;4344;5079
0008.686;4344;5225
0008.696;4344;5079
0008.707;4344;5015
0008.715;4344;5143
0008.725;4344;5143
0008.735;4344;5086
0008.746;4344;5086
0008.756;4344;5143
0008.766;4344;5114
0008.777;4344;5143
0008.787;4344;5200
0008.795;4344;5143
0008.805;4344;5029
0008.815;4344;5200
0008.828;4344;5257
0008.836;4344;5271
0008.846;4344;5136
0008.854;4344;5136
0008.865;4344;5136
0008.875;4344;5193
0008.885;4344;5250
0008.895;4344;5193
0008.908;4344;5193
0008.916;4344;5193
0008.926;4344;5193
0008.934;4344;5172
0008.947;4344;5264
0008.955;4344;5150
0008.969;4344;5097
0008.986;4344;5154
0008.994;4344;5232
0009.004;4344;5175
0009.015;4344;5139
0009.025;4344;5196
0009.035;4344;5082
0009.047;4344;5018
0009.056;4344;5239
0009.066;4344;5125
0009.074;4344;5125
0009.084;4344;5179
0009.095;4344;5093
0009.105;4344;5179
0009.115;4344;5179
0009.127;4344;5072
0009.136;4344;5214
0009.148;4344;5214
0009.154;4344;5271
0009.164;4344;5054
0009.179;4344;5054
0009.185;4344;5196
0009.195;4344;5196
0009.205;4344;5254
0009.216;4344;5139
0009.226;4344;5196
0009.236;4344;5196
0009.244;4344;5139
0009.255;4344;5054
0009.265;4344;5075
0009.275;4344;5104
0009.286;4344;5075
0009.294;4344;5182
0009.308;4344;5093
0009.314;4344;5122
0009.325;4344;5122
0009.335;4344;5293
0009.345;4344;5157
0009.354;4344;5157
0009.364;4344;5275
0009.376;4344;5196
0009.385;4344;5196
0009.395;4344;5232
0009.405;4344;5175
0009.415;4344;5175
0009.425;4344;5204
0009.596;4344;5139
0009.616;4344;5118
0009.629;4344;5139
0009.635;4344;5139
0009.647;4344;5196
0009.653;4344;5161
0009.663;4344;5218
0009.674;4344;5161
0009.684;4344;5139
0009.694;4344;5139
0009.705;4344;5196
0009.715;4344;5111
0009.723;4344;5196
0009.733;4344;5232
0009.744;4344;5296
0009.754;4344;5189
0009.764;4344;5193
0009.774;4344;5193
0009.785;4344;5136
0009.801;4344;5221
0009.813;4344;5136
0009.823;4344;5072
0009.834;4344;5150
0009.844;4344;5093
0009.854;4344;5143
0009.865;4344;5143
0009.873;4344;5114
0009.883;4344;5143
0009.893;4344;5143
0009.904;4344;5079
0009.914;4344;5079
0009.924;4344;5136
0009.936;4344;5214
0009.951;4344;5157
0009.963;4344;5157
0009.973;4344;5214
0009.983;4344;5157
0009.994;4344;5214
0010.004;4344;5214
0010.014;4344;5214
0010.023;4344;5214
0010.033;4344;5214
0010.043;4344;5186
0010.053;4344;5157
0010.064;4344;5157
0010.074;4344;5100
0010.084;4344;5186
0010.092;4344;5207
0010.103;4344;5065
0010.113;4344;5122
0010.123;4344;5065
0010.133;4344;5118
0010.144;4344;5175
0010.154;4344;5118
0010.170;4344;5232
0010.183;4344;5118
0010.193;4344;5118
0010.203;4344;5232
0010.213;4344;5211
0010.224;4344;5268
0010.234;4344;5246
0010.250;4344;5189
0010.263;4344;5132
0010.273;4344;5132
0010.283;4344;5189
0010.293;4344;5132
0010.304;4344;5189
0010.320;4344;5154
0010.332;4344;5318
0010.343;4344;5097
0010.353;4344;5211
0010.363;4344;5211
0010.373;4344;5211
0010.384;4344;5211
0010.400;4344;5239
0010.414;4344;5139
0010.425;4344;5196
0010.433;4344;5254
0010.443;4344;5139
0010.453;4344;5082
0010.464;4344;5161
0010.472;4344;5104
0010.482;4344;5075
0010.492;4344;5161
0010.503;4344;5161
0010.513;4344;5218
0010.523;4344;5082
0010.534;4344;5139
0010.544;4344;5139
0010.552;4344;5139
0010.562;4344;5139
0010.573;4344;5139
0010.583;4344;5032
0010.593;4344;5139
0010.610;4344;5075
0010.622;4344;5161
0010.632;4344;5161
0010.642;4344;5161
0010.655;4344;5132
0010.663;4344;5218
0010.679;4344;5218
0010.692;4344;5139
0010.704;4344;5218
0010.712;4344;5139
0010.722;4344;5139
0010.733;4344;5082
0010.745;4344;5082
0010.751;4344;5082
0010.761;4344;5196
0010.772;4344;5161
0010.782;4344;5104
0010.792;4344;5104
0010.805;4344;5104
0010.815;4344;5104
0010.823;4344;5104
0010.831;4344;5104
0010.841;4344;5161
0010.854;4344;5196
0010.866;4344;5111
0010.882;4344;5175
0010.899;4344;5289
0010.911;4344;5125
0010.921;4344;5097
0010.936;4344;5179
0010.942;4344;5122
0010.952;4344;5179
0010.963;4344;5179
0010.971;4344;5264
0010.981;4344;5236
0010.991;4344;5236
0011.002;4344;5036
0011.014;4344;5207
0011.022;4344;5122
0011.032;4344;5150
0011.040;4344;5136
0011.051;4344;5022
0011.061;4344;5157
0011.071;4344;5157
0011.082;4344;5100
0011.090;4344;5157
0011.104;4344;5065
0011.121;4344;5122
0011.131;4344;5157
0011.141;4344;5214
0011.151;4344;5300
0011.162;4344;5172
0011.174;4344;5172
0011.182;4344;5172
0011.193;4344;5172
0011.201;4344;5221
0011.211;4344;5193
0011.221;4344;5193
0011.232;4344;5214
0011.242;4344;5157
0011.250;4344;5157
0011.262;4344;5100
0011.271;4344;5193
0011.281;4344;5172
0011.291;4344;5172
0011.301;4344;5172
0011.310;4344;5200
0011.322;4344;5172
0011.338;4344;5221
0011.351;4344;5136
0011.361;4344;5221
0011.371;4344;5136
0011.385;4344;4993
0011.402;4344;5214
0011.410;4344;5100
0011.420;4344;5300
0011.431;4344;5250
0011.441;4344;5250
0011.451;4344;5172
0011.462;4344;5172
0011.472;4344;5172
0011.480;4344;5172
0011.490;4344;5107
0011.500;4344;5172
0011.511;4344;5172
0011.525;4344;5114
0011.531;4344;5136
0011.541;4344;5079
0011.552;4344;5079
0011.568;4344;5122
0011.580;4344;5200
0011.650;4344;5157
0011.660;4344;5072
0011.671;4344;5154
0011.681;4344;5097
0011.691;4344;5182
0011.703;4344;5211
0011.718;4344;5154
0011.730;4344;5075
0011.740;4344;5164
0011.751;4344;5164
0011.761;4344;5221
0011.771;4344;5221
0011.782;4344;5143
0011.790;4344;5086
0011.804;4344;5143
0011.810;4344;5086
0011.821;4344;5018
0011.831;4344;5097
0011.841;4344;5061
0011.851;4344;5118
0011.860;4344;5061
0011.872;4344;5175
0011.880;4344;5118
0011.890;4344;5175
0011.901;4344;5204
0011.911;4344;5261
0011.919;4344;5154
0011.929;4344;5239
0011.940;4344;5154
0011.950;4344;5239
0011.960;4344;5218
0011.973;4344;5254
0011.981;4344;5311
0011.991;4344;5118
0011.999;4344;5032
0012.009;4344;5139
0012.020;4344;5104
0012.032;4344;5104
0012.038;4344;5047
0012.048;4344;5097
0012.059;4344;5147
0012.069;4344;5061
0012.079;4344;5104
0012.089;4344;5047
0012.104;4344;5100
0012.110;4344;5157
0012.120;4344;5079
0012.133;4344;5221
0012.141;4344;5221
0012.149;4344;5229
0012.159;4344;5229
0012.170;4344;5214
0012.180;4344;5271
0012.190;4344;5164
0012.202;4344;5364
0012.211;4344;5289
0012.219;4344;5154
0012.229;4344;5154
0012.239;4344;5154
0012.250;4344;5154
0012.264;4344;5097
0012.278;4344;5196
0012.291;4344;5104
0012.299;4344;5075
0012.309;4344;5065
0012.319;4344;4979
0012.330;4344;5057
0012.344;4344;5172
0012.350;4344;5114
0012.360;4344;5150
0012.369;4344;5236
0012.379;4344;5293
0012.389;4344;5214
0012.399;4344;5364
0012.408;4344;5229
0012.420;4344;5150
0012.430;4344;5211
0012.446;4344;5125
0012.459;4344;5154
0012.469;4344;5296
0012.479;4344;5132
0012.490;4344;5189
0012.500;4344;5154
0012.516;4344;5175
0012.529;4344;5104
0012.539;4344;5104
0012.549;4344;5104
0012.559;4344;5161
0012.570;4344;5040
0012.586;4344;5147
0012.599;4344;5147
0012.609;4344;5204
0012.619;4344;5061
0012.629;4344;5204
0012.642;4344;5125
0012.650;4344;5182
0012.660;4344;5182
0012.668;4344;5182
0012.681;4344;5182
0012.689;4344;5218
0012.699;4344;5161
0012.709;4344;5161
0012.718;4344;5075
0012.730;4344;5161
0012.742;4344;5075
0012.748;4344;5161
0012.759;4344;5161
0012.769;4344;5218
0012.779;4344;5132
0012.789;4344;5161
0012.800;4344;5196
0012.808;4344;5196
0012.818;4344;5196
0012.828;4344;5139
0012.839;4344;5082
0012.849;4344;5254
0012.859;4344;5139
0012.869;4344;5161
0012.880;4344;5161
0012.888;4344;5075
0012.900;4344;5068
0012.908;4344;5182
0012.919;4344;5125
0012.929;4344;5239
0012.941;4344;5122
0012.949;4344;5122
0012.958;4344;5065
0012.968;4344;5122
0012.978;4344;5122
0012.988;4344;5100
0012.999;4344;5214
0013.009;4344;5157
0013.021;4344;5193
0013.030;4344;5157
0013.038;4344;5214
0013.048;4344;5157
0013.061;4344;5129
0013.069;4344;5129
0013.077;4344;5214
0013.095;4344;5361
0013.108;4344;5139
0013.118;4344;5111
0013.128;4344;5082
0013.141;4344;5196
0013.149;4344;5047
0013.157;4344;5143
0013.167;4344;5086
0013.180;4344;5143
0013.188;4344;5143
0013.206;4344;5343
0013.219;4344;5179
0013.229;4344;5179
0013.237;4344;5157
0013.249;4344;5193
0013.260;4344;5193
0013.268;4344;5193
0013.276;4344;5193
0013.286;4344;5278
0013.297;4344;5175
0013.307;4344;5175
0013.317;4344;5175
0013.327;4344;5139
0013.338;4344;5139
0013.348;4344;5104
0013.362;4344;5100
0013.368;4344;5043
0013.381;4344;5122
0013.387;4344;5057
0013.397;4344;5143
0013.407;4344;5036
0013.420;4344;5143
